time,project,user,type,url,title,body,assigned,branch,branch_link,merge,add,del
2016-04-07 16:31:52,TeraCity,Andres Ferrada,comment,https://github.com/TeraCityCC4401/TeraCity/issues/1#issuecomment-206982365,,link a la wiki del articulo https://github.com/TeraCityCC4401/TeraCity/wiki/Dynamic-Textures-%5BNOT-YET-COMPLETE%5D,,,,,,
2016-04-05 15:46:57,TeraCity,Franco Sepulveda,comment,https://github.com/TeraCityCC4401/TeraCity/issues/1#issuecomment-205864929,,Hasta el momento; la elección de textura posee cierta cantidad de imágenes con distintos anchos de línea; y el programa escoge la que 'más se asemeje' al largo de las líneas de código.      Lo que se solicita es poder calcular el largo de las líneas de código y generar una textura correspondiente a esto al cargar el programa.,,,,,,
2016-04-05 15:44:23,TeraCity,Franco Sepulveda,comment,https://github.com/TeraCityCC4401/TeraCity/issues/2#issuecomment-205864112,,Aclaración: No se requiere que los cubos puedan cambiar de tamaño; sino que éstos se puedan unir para permitir que los edificios posean un ancho mayor.,,,,,,
2016-04-13 19:47:56,TeraCity,Juan Rojas,comment,https://github.com/TeraCityCC4401/TeraCity/issues/1#issuecomment-209619285,,http://docs.oracle.com/javase/tutorial/2d/      Tal vez la librería de gráficos 2D de Java puede ayudar a generar las imágenes del texto,,,,,,
2016-04-05 15:37:18,TeraCity,Juan Rojas,issue,https://github.com/TeraCityCC4401/TeraCity/issues/1,Implementar texturas dinámicas,Terasology usa texturas almacenadas en archivos. Esto no funciona bien por el caso de TeraCity;      que necesita generar texturas dinámicamente (e.q. para colores de metricas; outline del codigo).      Se requiere implementar texturas dinámicas; y un tipo de bloque que usa esas texturas. Esto es      base para otras extensiones.,HuanRE,,,,,
2016-05-05 17:26:21,mochadoom,Braulio Lopez,comment,https://github.com/njara/mochadoom/issues/2#issuecomment-217217353,,**Prefactoring**            Para ello se creó un método getZombieSpawnTime la cual retorna el tiempo para el cual se demora en aparecer el zombie creado. a7f36d34d0c4a8995a25f91b7402ba032cb600c1,,,,,,
2016-04-13 18:29:00,mochadoom,Braulio Lopez,comment,https://github.com/njara/mochadoom/issues/1#issuecomment-209582454,,Se cerró porque ya estaba includa en otra issue,,,,,,
2016-04-07 15:53:18,mochadoom,Braulio Lopez,issue,https://github.com/njara/mochadoom/issues/1,RS0?? - Agregar Cheatcodes nuevos,En el juego ya existen cheatcodes; entonces solo queda implementar los nuevos:                  ,elbraulio,,,,,
2016-05-26 16:55:08,mochadoom,Joaquin Torres,comment,https://github.com/njara/mochadoom/issues/2#issuecomment-221930153,,**Conclusion**            Los monstruos se transforman en zombies una vez que pierden toda su vida.,,,,,,
2016-05-26 16:54:17,mochadoom,Joaquin Torres,comment,https://github.com/njara/mochadoom/issues/2#issuecomment-221929937,,**Postfactoring**            Ahora los zombies son clases por separado; llamadas GreenZombie_t;RedZombie_t;GrayZombie_t;BlackZombie_t. Se arreglo bug de que dos monstruos pueden aparecer en la misma posición; usando el método CheckPosition. ,,,,,,
2016-05-05 18:14:34,mochadoom,Joaquin Torres,comment,https://github.com/njara/mochadoom/issues/2#issuecomment-217230881,,**Verification**            Al tener muchos objetos zombies el juego deja de funcionar correctamente por lo que necesita **postfactoring** con respecto a los Threads creados.,,,,,,
2016-05-05 18:12:31,mochadoom,Joaquin Torres,comment,https://github.com/njara/mochadoom/issues/2#issuecomment-217230369,,**Change Propagation**            La única clase impactada fue Actions.      ,,,,,,
2016-05-04 13:13:47,mochadoom,Joaquin Torres,comment,https://github.com/njara/mochadoom/issues/2#issuecomment-216858298,,**Prefactoring**            En la clase Actions al momento de morir en la función KillMobj se efectúa la creación de los zombies mediante un nuevo método llamada SpawnZombieMobj la cual efectúa que el zombie sea el zombie del monstruo elimininado y posteriormente elimina el cuerpo del monstruo anterior. Este le asigna los sprites adecuados y las info. (Programado por Joaquín)            Para la asignación de la probabildad según una función de pesos llamada getZombieWeigth la cual retorna el peso de la probabilidad que tiene el color de ser asignado a un zombie. Posteriormente el método getRandomZombieType usa esos pesos para sacar aleatoriamente el tipo de zombie al cual se asignará esta retorna el tipo de zombie elegido. (Programado por Braulio),,,,,,
